Volcano Number,Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Type,TypeCategory,Status,Last Known Eruption,Description
,Lurus,Indonesia,Java,-7.7,113.58,539.0,Complex volcano,Stratovolcano,Holocene,Unknown,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
,Malabar,Indonesia,Java,-7.13,107.65,2343.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Malang Plain,Indonesia,Java,-8.02,112.68,680.0,Maar,Maars / Tuff ring,Holocene,U,"A broad, shallow crater formed by explosive interaction of magma with groundwater (phreatomagmatic)."
263250.0,Merapi,Indonesia,Java,-7.54,110.446,2910.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263240.0,Merbabu,Indonesia,Java,-7.454,110.44,3118.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263251.0,Muria,Indonesia,Java,-6.62,110.88,1625.0,Stratovolcano,Stratovolcano,Holocene,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263100.0,Papandayan,Indonesia,Java,-7.32,107.73,2665.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263070.0,Patuha,Indonesia,Java,-7.162,107.4,2422.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263291.0,Penanggungan,Indonesia,Java,-7.616,112.62,1631.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263040.0,Perbakti-Gagak,Indonesia,Java,-6.75,106.675,1726.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263010.0,Pulosari,Indonesia,Java,-6.343,105.978,1324.0,Caldera,Caldera,Holocene,U,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
263340.0,Raung,Indonesia,Java,-8.119,114.056,3260.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263050.0,Salak,Indonesia,Java,-6.716,106.733,2218.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263300.0,Semeru,Indonesia,Java,-8.108,112.922,3657.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263180.0,Slamet,Indonesia,Java,-7.242,109.208,3428.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263220.0,Sumbing,Indonesia,Java,-7.384,110.07,3371.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263210.0,Sundoro,Indonesia,Java,-7.302,109.996,3147.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263150.0,Talagabodas,Indonesia,Java,-7.208,108.07,2201.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263131.0,Tampomas,Indonesia,Java,-6.764,107.961,1690.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263090.0,Tangkuban Parahu,Indonesia,Java,-6.77,107.6,2084.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263231.0,Telomoyo,Indonesia,Java,-7.362,110.4,1864.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263310.0,Tengger Caldera,Indonesia,Java,-7.942,112.95,2329.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263230.0,Ungaran,Indonesia,Java,-7.188,110.346,2033.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Wayang-Windu,Indonesia,Java,-7.208,107.63,2182.0,Lava dome,Cone,Fumarolic,U,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
263270.0,Wilis,Indonesia,Java,-7.808,111.758,2563.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300125.0,Akademia Nauk,Russia,Kamchatka,53.98,159.45,1180.0,Stratovolcanoes,Stratovolcano,Historical,D2,Plural form of stratovolcano.
300320.0,Akhtang,Russia,Kamchatka,55.43,158.65,1956.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300450.0,Alney-Chashakondzha,Russia,Kamchatka,56.656,159.647,2570.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300600.0,Alngey,Russia,Kamchatka,57.702,160.418,1822.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300390.0,Anaun,Russia,Kamchatka,56.32,158.83,1828.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300058.0,Asacha,Russia,Kamchatka,52.355,157.827,1910.0,Pyroclastic cone,Cone,Holocene,U,"A cone built from pyroclastic material (ash, lapilli, bombs) around a vent."
300100.0,Avachinsky,Russia,Kamchatka,53.256,158.836,2717.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300123.0,Bakening,Russia,Kamchatka,53.905,158.07,2278.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300084.0,Barkhatnaya Sopka,Russia,Kamchatka,52.802,158.24,874.0,Lava dome,Cone,Tephrochronology,D7,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
300042.0,Belenkaya,Russia,Kamchatka,51.75,157.27,892.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300640.0,Bely,Russia,Kamchatka,57.88,160.53,2080.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300250.0,Bezymianny,Russia,Kamchatka,55.972,160.595,2882.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300490.0,Bliznets,Russia,Kamchatka,56.97,159.78,1244.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300552.0,Bliznetsy,Russia,Kamchatka,57.35,161.37,265.0,Lava cone,Cone,Radiocarbon,D7,A volcanic cone formed primarily by viscous lava piling up near the vent rather than flowing far.
300087.0,Bolshe-Bannaya,Russia,Kamchatka,52.9,157.78,1200.0,Lava dome,Cone,Holocene,U,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
300300.0,Bolshoi Payalpan,Russia,Kamchatka,55.88,157.78,1906.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300150.0,Bolshoi Semiachik,Russia,Kamchatka,54.32,160.02,1720.0,Stratovolcano,Stratovolcano,Radiocarbon,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300360.0,Bolshoi-Kekuknaysky,Russia,Kamchatka,56.483,157.917,1401.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300460.0,Cherny,Russia,Kamchatka,56.82,159.67,1778.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300273.0,Cherpuk Group,Russia,Kamchatka,55.55,157.47,1868.0,Pyroclastic cones,Cone,Radiocarbon,D7,Plural of pyroclastic cone – multiple small cones built from explosively ejected fragments.
300022.0,Diky Greben,Russia,Kamchatka,51.452,156.978,1040.0,Lava dome,Cone,Radiocarbon,D6,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
300110.0,Dzenzursky,Russia,Kamchatka,53.637,158.922,2285.0,Compound volcano,Stratovolcano,Holocene,U,A volcanic edifice made up of two or more overlapping volcanoes or vents.
300420.0,Eggella,Russia,Kamchatka,56.57,158.52,1046.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300590.0,Elovsky,Russia,Kamchatka,57.55,160.53,1381.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300510.0,Fedotych,Russia,Kamchatka,57.13,160.4,965.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300210.0,Gamchen,Russia,Kamchatka,54.974,160.703,2539.0,Complex volcano,Stratovolcano,Holocene,U,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
300380.0,Geodesistoy,Russia,Kamchatka,56.33,158.67,1170.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300057.0,Golaya,Russia,Kamchatka,52.263,157.787,858.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300070.0,Gorely,Russia,Kamchatka,52.555,158.036,1799.0,Caldera,Caldera,Historical,D1,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
300550.0,Gorny Institute,Russia,Kamchatka,57.33,160.2,2125.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300280.0,Ichinsky,Russia,Kamchatka,55.678,157.718,3596.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300710.0,Iettunup,Russia,Kamchatka,58.4,161.08,1340.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300670.0,Iktunup,Russia,Kamchatka,58.08,160.77,2300.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300030.0,Iliinsky,Russia,Kamchatka,51.498,157.203,1555.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300620.0,Kaileney,Russia,Kamchatka,57.8,160.67,1582.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300010.0,Kambalny,Russia,Kamchatka,51.306,156.875,2116.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300251.0,Kamen,Russia,Kamchatka,56.02,160.593,4585.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300130.0,Karymsky,Russia,Kamchatka,54.049,159.443,1513.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300500.0,Kebeney,Russia,Kamchatka,57.1,159.93,1527.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300410.0,Kekurny,Russia,Kamchatka,56.4,158.85,1377.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300041.0,Kell,Russia,Kamchatka,51.65,157.35,900.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300272.0,Khangar,Russia,Kamchatka,54.761,157.407,1967.0,Stratovolcano,Stratovolcano,Radiocarbon,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300053.0,Khodutka,Russia,Kamchatka,52.062,157.711,2039.0,Stratovolcano,Stratovolcano,Radiocarbon,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300180.0,Kikhpinych,Russia,Kamchatka,54.489,160.251,1515.0,Stratovolcano,Stratovolcano,Radiocarbon,D5,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300551.0,Kinenin,Russia,Kamchatka,57.35,160.97,583.0,Maar,Maars / Tuff ring,Radiocarbon,D6,"A broad, shallow crater formed by explosive interaction of magma with groundwater (phreatomagmatic)."
300230.0,Kizimen,Russia,Kamchatka,55.131,160.32,2334.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300260.0,Klyuchevskoy,Russia,Kamchatka,56.056,160.642,4754.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300220.0,Komarov,Russia,Kamchatka,55.033,160.725,2065.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300090.0,Koryaksky,Russia,Kamchatka,53.321,158.712,3430.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300020.0,Koshelev,Russia,Kamchatka,51.356,156.753,1822.0,Stratovolcano,Stratovolcano,Historical,D5,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300122.0,Kostakan,Russia,Kamchatka,53.833,158.052,1150.0,Stratovolcano,Stratovolcano,Tephrochronology,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300330.0,Kozyrevsky,Russia,Kamchatka,55.58,158.38,2016.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300400.0,Krainy,Russia,Kamchatka,56.37,159.03,1554.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300190.0,Krasheninnikov,Russia,Kamchatka,54.596,160.27,1816.0,Caldera,Caldera,Radiocarbon,D5,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
300200.0,Kronotsky,Russia,Kamchatka,54.753,160.533,3482.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300050.0,Ksudach,Russia,Kamchatka,51.844,157.572,1079.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300370.0,Kulkev,Russia,Kamchatka,56.37,158.37,915.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300023.0,Kurile Lake,Russia,Kamchatka,51.45,157.12,81.0,Caldera,Caldera,Radiocarbon,D7,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
300530.0,Leutongey,Russia,Kamchatka,57.306,159.827,1318.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300290.0,Maly Payalpan,Russia,Kamchatka,55.82,157.98,1802.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300140.0,Maly Semyachik,Russia,Kamchatka,54.135,159.674,1527.0,Caldera,Caldera,Historical,D2,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
300001.0,Mashkovtsev,Russia,Kamchatka,51.1,156.72,503.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
300570.0,Mezhdusopochny,Russia,Kamchatka,57.47,160.25,1641.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300060.0,Mutnovsky,Russia,Kamchatka,52.449,158.196,2288.0,Complex volcano,Stratovolcano,Historical,D2,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
300650.0,Nylgimelkin,Russia,Kamchatka,57.97,160.65,1764.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
300052.0,Olkoviy Volcanic Group,Russia,Kamchatka,52.02,157.53,681.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
300080.0,Opala,Russia,Kamchatka,52.543,157.339,2439.0,Caldera,Caldera,Radiocarbon,D6,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
